D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_25_914.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_25_914.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_25_914.jpg,0,0,0,6.618487E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_25_980.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_25_980.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_25_980.jpg,0,0,0,1.963105E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_051.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_051.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_051.jpg,0,0,0,2.928008E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_119.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_119.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_119.jpg,0,0,0,1.563481E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_193.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_193.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_193.jpg,0,0,0,4.52404E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_260.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_260.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_260.jpg,0,0,0,5.000437E-07
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_328.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_328.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_328.jpg,0,0,0,4.424321E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_402.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_402.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_402.jpg,0,0,0,1.464887E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_471.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_471.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_471.jpg,0,0,0,3.054684E-07
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_539.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_539.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_539.jpg,0,0,0,3.32909E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_608.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_608.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_608.jpg,0,0,0,4.389725E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_675.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_675.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_675.jpg,0,0,0,4.125416E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_748.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_748.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_748.jpg,0,0,0,9.445371E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_815.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_815.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_815.jpg,0,0,0,1.097982E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_883.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_883.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_883.jpg,0,0,0,2.329799E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_26_952.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_26_952.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_26_952.jpg,0,0.1645554,0,0.0733075
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_019.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_019.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_019.jpg,0,0.333693,0,0.2654069
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_088.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_088.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_088.jpg,0,0.5738127,0,0.7272362
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_155.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_155.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_155.jpg,0,0.754446,0,1.219077
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_224.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_224.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_224.jpg,-0.1,0.9412692,0,1.854639
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_293.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_293.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_293.jpg,-0.3,1,0,2.794251
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_362.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_362.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_362.jpg,-0.2659706,1,0,3.499645
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_434.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_434.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_434.jpg,-0.1271731,1,0,4.437553
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_508.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_508.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_508.jpg,-0.3271731,1,0,5.356758
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_574.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_574.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_574.jpg,-0.4219283,1,0,6.03242
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_644.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_644.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_644.jpg,-0.2336283,1,0,6.722935
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_713.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_713.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_713.jpg,-0.0001946576,1,0,7.630176
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_27_782.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_27_782.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_27_782.jpg,-0.1,1,0,8.307886
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\center_2020_08_26_18_30_50_908.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\left_2020_08_26_18_30_50_908.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data humans 7 laps\IMG\right_2020_08_26_18_30_50_908.jpg,0,0.02868581,0,5.356301
